budget,revenue,id,original_title,title
14000000,27515786.0,8291,Poetic Justice,Poetic Justice
0,23042200.0,18133,The Program,The Program
0,8638072.0,25557,The Puppet Masters,The Puppet Masters
0,0.0,22588,Radioland Murders,Radioland Murders
11000000,11439193.0,10872,The Ref,The Ref
11500000,23237911.0,1245,The Remains of the Day,The Remains of the Day
40000000,24332324.0,11858,Renaissance Man,Renaissance Man
0,107198790.0,7007,Rising Sun,Rising Sun
0,0.0,10467,The Road to Wellville,The Road to Wellville
22000000,10696210.0,5550,RoboCop 3,RoboCop 3
20000000,35739755.0,8005,Robin Hood: Men in Tights,Robin Hood: Men in Tights
11500000,3275585.0,2088,Romeo Is Bleeding,Romeo Is Bleeding
0,0.0,10412,Romper Stomper,Romper Stomper
800000,1001437.0,47889,Ruby in Paradise,Ruby in Paradise
12000000,22750363.0,14534,Rudy,Rudy
0,0.0,56583,The Saint of Fort Washington,The Saint of Fort Washington
0,0.0,41878,Les Nuits Fauves,Savage Nights
22000000,321365567.0,424,Schindler's List,Schindler's List
0,0.0,35233,The Scout,The Scout
0,7266383.0,14291,Searching for Bobby Fischer,Searching for Bobby Fischer
0,0.0,103413,Second Best,Second Best
0,0.0,11236,The Secret Garden,The Secret Garden
13000000,7820688.0,11592,Serial Mom,Serial Mom
25000000,48063435.0,8850,The Shadow,The Shadow
22000000,0.0,10445,Shadowlands,Shadowlands
0,6110979.0,695,Short Cuts,Short Cuts
0,0.0,43535,A Simple Twist of Fate,A Simple Twist of Fate
0,7770731.0,12519,Sirens,Sirens
0,0.0,23210,Six Degrees of Separation,Six Degrees of Separation
21000000,227799884.0,858,Sleepless in Seattle,Sleepless in Seattle
40000000,116300000.0,867,Sliver,Sliver
28000000,33139618.0,78,Blade Runner,Blade Runner
0,36448200.0,13203,Son in Law,Son in Law
20000000,11585483.0,10442,So I Married an Axe Murderer,So I Married an Axe Murderer
30,0.0,11074,Striking Distance,Striking Distance
0,0.0,33367,Harem,Harem
48000000,20915465.0,9607,Super Mario Bros.,Super Mario Bros.
7400000,7690013.0,17585,Surviving the Game,Surviving the Game
50000000,16478900.0,9057,Terminal Velocity,Terminal Velocity
0,0.0,20967,Thirty Two Short Films About Glenn Gould,Thirty Two Short Films About Glenn Gould
0,0.0,10635,Threesome,Threesome
18000000,75634409.0,9479,The Nightmare Before Christmas,The Nightmare Before Christmas
30000000,53898845.0,10057,The Three Musketeers,The Three Musketeers
25000000,56505065.0,11969,Tombstone,Tombstone
0,0.0,41590,Trial by Jury,Trial by Jury
12500000,12281551.0,319,True Romance,True Romance
0,0.0,26408,The War Room,The War Room
27000000,13670688.0,15139,The Pagemaster,The Pagemaster
0,0.0,161158,"Paris, France","Paris, France"
0,0.0,218473,"The Beans of Egypt, Maine","The Beans of Egypt, Maine"
0,0.0,85247,Killer,Killer
0,0.0,11446,Welcome to the Dollhouse,Welcome to the Dollhouse
0,0.0,51980,Germinal,Germinal
0,1596687.0,24405,Chasers,Chasers
0,0.0,11655,Cronos,Cronos
0,0.0,11800,Naked in New York,Naked in New York
0,0.0,8223,Kika,Kika
0,0.0,14587,Bhaji on the Beach,Bhaji on the Beach
0,0.0,31504,Little Big League,Little Big League
0,0.0,41653,Kådisbellan,The Slingshot
0,0.0,53185,Wide Eyed and Legless,Wide Eyed and Legless
0,0.0,95743,Foreign Student,Foreign Student
0,0.0,23637,Io speriamo che me la cavo,"Ciao, Professore!"
200000,0.0,17600,Spanking the Monkey,Spanking the Monkey
0,67308282.0,10897,The Little Rascals,The Little Rascals
0,0.0,349394,À la mode,À la mode
0,0.0,21352,Andre,Andre
0,0.0,68806,La scorta,The Escort
0,3021629.0,37345,Princess Caraboo,Princess Caraboo
0,0.0,32562,The Celluloid Closet,The Celluloid Closet
0,0.0,47507,Métisse,Café au Lait
0,0.0,25403,Caro diario,Dear Diary
0,0.0,124304,De eso no se habla,I Don't Want to Talk About It
0,0.0,9066,The Brady Bunch Movie,The Brady Bunch Movie
18000000,476684675.0,771,Home Alone,Home Alone
22000000,505000000.0,251,Ghost,Ghost
28000000,504050219.0,812,Aladdin,Aladdin
100000000,520000000.0,280,Terminator 2: Judgment Day,Terminator 2: Judgment Day
22000000,424208848.0,581,Dances with Wolves,Dances with Wolves
0,0.0,80350,Tough and Deadly,Tough and Deadly
35000000,411348924.0,268,Batman,Batman
19000000,272742922.0,274,The Silence of the Lambs,The Silence of the Lambs
1488423,184925486.0,408,Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs
25000000,377350553.0,10020,Beauty and the Beast,Beauty and the Beast
2600000,84300000.0,10895,Pinocchio,Pinocchio
14000000,463000000.0,114,Pretty Woman,Pretty Woman
0,0.0,41043,Окно в Париж,Window to Paris
6244087,638641.0,576,The Wild Bunch,The Wild Bunch
0,0.0,15477,Love and a .45,Love and a .45
0,0.0,59146,The Wooden Man's Bride,The Wooden Man's Bride
0,0.0,124472,A Great Day in Harlem,A Great Day in Harlem
0,0.0,30528,Bye Bye Love,Bye Bye Love
0,97529550.0,7300,One Fine Day,One Fine Day
0,13940383.0,10824,Candyman: Farewell to the Flesh,Candyman: Farewell to the Flesh
0,0.0,261246,Century,Century
7000000,60611975.0,275,Fargo,Fargo
0,32709423.0,25059,Homeward Bound II: Lost in San Francisco,Homeward Bound II: Lost in San Francisco
9300000,0.0,11827,Heavy Metal,Heavy Metal
4000000,16675000.0,8766,Hellraiser: Bloodline,Hellraiser: Bloodline
8000000,0.0,23570,The Pallbearer,The Pallbearer
0,0.0,47333,Jane Eyre,Jane Eyre
500000,0.0,54850,Loaded,Loaded
0,0.0,51242,Pane e cioccolata,Bread and Chocolate
4000000,55675257.0,10112,The Aristocats,The Aristocats
0,0.0,4307,La flor de mi secreto,The Flower of My Secret
0,0.0,46029,Two Much,Two Much
0,0.0,32308,Ed,Ed
0,0.0,88893,Schrei aus Stein,Scream of Stone
0,0.0,52873,Ma saison préférée,My Favorite Season
0,0.0,123505,A Modern Affair,A Modern Affair
0,0.0,340210,Condition Red,Condition Red
0,0.0,44281,Asfour Stah,Halfaouine: Boy of the Terraces
0,0.0,28121,A Thin Line Between Love and Hate,A Thin Line Between Love and Hate
0,442965.0,12520,The Last Supper,The Last Supper
30000000,102616183.0,1592,Primal Fear,Primal Fear
0,0.0,166901,Rude,Rude
0,0.0,36447,Carried Away,Carried Away
0,8620678.0,19042,All Dogs Go to Heaven 2,All Dogs Go to Heaven 2
0,0.0,38884,Land and Freedom,Land and Freedom
0,0.0,47449,Denise Calls Up,Denise Calls Up
33500000,0.0,36259,Theodore Rex,Theodore Rex
0,0.0,41852,A Family Thing,A Family Thing
0,0.0,40926,Frisk,Frisk
0,0.0,9099,Sgt. Bilko,Sgt. Bilko
0,218626.0,2021,Jack & Sarah,Jack & Sarah
12000000,4939939.0,61752,Girl 6,Girl 6
0,0.0,10988,Diabolique,Diabolique
0,0.0,11479,Un indien dans la ville,"Little Indian, Big City"
0,0.0,398959,Roula - Dunkle Geheimnisse,Roula
0,0.0,287305,Peanuts – Die Bank zahlt alles,Peanuts – Die Bank zahlt alles
0,65335.0,339428,Happy Weekend,Happy Weekend
0,0.0,12652,Nelly & Monsieur Arnaud,Nelly and Monsieur Arnaud
46000000,100860818.0,10684,Courage Under Fire,Courage Under Fire
80000000,457696359.0,954,Mission: Impossible,Mission: Impossible
0,0.0,68445,Á köldum klaka,Cold Fever
0,0.0,18989,Moll Flanders,Moll Flanders
0,0.0,10801,Das Superweib,The Superwife
0,0.0,54285,삼공일 삼공이,"301, 302"
57000000,115267375.0,8840,DragonHeart,DragonHeart
0,0.0,278978,Und keiner weint mir nach,Und keiner weint mir nach
0,0.0,124625,My Mother's Courage,My Mother's Courage
0,0.0,11107,Eddie,Eddie
0,0.0,16417,Yankee Zulu,Yankee Zulu
0,0.0,70934,Billy's Holiday,Billy's Holiday
0,0.0,10363,Plein soleil,Purple Noon
0,0.0,161070,August,August
38000000,28921264.0,10539,James and the Giant Peach,James and the Giant Peach
0,0.0,10543,Fear,Fear
0,0.0,18414,Kids in the Hall: Brain Candy,Kids in the Hall: Brain Candy
13000000,9789900.0,47502,Faithful,Faithful
14000000,0.0,11902,Podzemlje,Underground
0,0.0,27098,Lust och fägring stor,All Things Fair
0,684351.0,25087,Bloodsport II,Bloodsport II
0,536364.0,5801,পথের পাঁচালী,Pather Panchali
0,16000.0,896,অপুর সংসার,The World of Apu
0,0.0,3065,Mystery Science Theater 3000: The Movie,Mystery Science Theater 3000: The Movie
0,0.0,318177,Tarantella,Tarantella
80000000,250200000.0,2300,Space Jam,Space Jam
9000000,2500000.0,8069,Barbarella,Barbarella
0,0.0,288173,Hostile Intentions,Hostile Intentions
0,0.0,187851,They Bite,They Bite
0,0.0,27768,Some Folks Call It a Sling Blade,Some Folks Call It a Sling Blade
0,0.0,221917,The Run of the Country,The Run of the Country
220000,0.0,8072,"Alphaville, une étrange aventure de Lemmy Caution",Alphaville
0,0.0,35797,Coup de torchon,Coup de Torchon
0,0.0,88030,Tigrero: A Film That Was Never Made,Tigrero: A Film That Was Never Made
0,0.0,185191,L'oeil de Vichy,The Eye of Vichy
0,0.0,83857,Windows,Windows
0,0.0,33245,It's My Party,It's My Party
0,0.0,124460,Country Life,Country Life
0,0.0,27281,Operation Dumbo Drop,Operation Dumbo Drop
0,0.0,105045,Das Versprechen,The Promise
25000000,10070000.0,40001,Mrs. Winterbourne,Mrs. Winterbourne
0,0.0,29621,Solo,Solo
0,0.0,117730,Etz Hadomim Tafus,Under The Domim Tree
0,0.0,20762,The Substitute,The Substitute
0,0.0,37144,True Crime,True Crime
0,0.0,48260,Butterfly Kiss,Butterfly Kiss
0,0.0,12656,Feeling Minnesota,Feeling Minnesota
0,62949.0,38867,Delta of Venus,Delta of Venus
0,0.0,277270,To Cross the Rubicon,To Cross the Rubicon
0,0.0,25969,Angus,Angus
0,0.0,44103,Daens,Priest Daens
275000,0.0,753,Faces,Faces
0,0.0,43634,Boys,Boys
30000000,57400547.0,9103,The Quest,The Quest
0,0.0,90214,Cosi,Cosi
0,0.0,29649,Sunset Park,Sunset Park
0,0.0,10990,Mulholland Falls,Mulholland Falls
0,0.0,8866,The Truth About Cats & Dogs,The Truth About Cats & Dogs
31000000,74151346.0,12233,Oliver & Company,Oliver & Company
0,0.0,23449,Celtic Pride,Celtic Pride
25530000,20080020.0,36355,Flipper,Flipper
0,0.0,37667,Captives,Captives
0,0.0,90148,Of Love and Shadows,Of Love and Shadows
9000000,0.0,922,Dead Man,Dead Man
35000000,15000000.0,11876,Le Hussard sur le toit,The Horseman on the Roof
0,0.0,52633,Switchblade Sisters,Switchblade Sisters
0,0.0,62364,Boca a boca,Mouth to Mouth
0,0.0,11687,Les visiteurs,The Visitors
45000000,0.0,9304,Multiplicity,Multiplicity
0,0.0,73183,"The Haunted World of Edward D. Wood, Jr.","The Haunted World of Edward D. Wood, Jr."
0,0.0,131232,Due Amici,Two Friends
15000000,24769466.0,9100,The Craft,The Craft
0,0.0,20759,The Great White Hype,The Great White Hype
0,5.0,46063,Last Dance,Last Dance
0,0.0,365371,War Stories Our Mother Never Told Us,War Stories Our Mother Never Told Us
0,0.0,32513,Cold Comfort Farm,Cold Comfort Farm
0,0.0,40651,"Institute Benjamenta, or This Dream People Call Human Life","Institute Benjamenta, or This Dream People Call Human Life"
25000000,0.0,36915,Heaven's Prisoners,Heaven's Prisoners
4800000,3014000.0,40507,Original Gangstas,Original Gangstas
75000000,335062621.0,9802,The Rock,The Rock
0,0.0,25697,Getting Away with Murder,Getting Away with Murder
4000000,0.0,21588,Dellamorte Dellamore,Cemetery Man
92000000,494471524.0,664,Twister,Twister
0,3793614.0,11867,Barb Wire,Barb Wire
0,0.0,47119,Le garçu,Le Garçu
0,0.0,314352,Honigmond,Honeymoon
0,2287714.0,9323,GHOST IN THE SHELL,Ghost in the Shell
0,0.0,10280,Thinner,Thinner
18000000,0.0,10535,Spy Hard,Spy Hard
0,0.0,124613,Brothers in Trouble,Brothers in Trouble
0,0.0,532,A Close Shave,A Close Shave
0,0.0,26744,Force of Evil,Force of Evil
0,0.0,16299,The Stupids,The Stupids
25000000,14048372.0,10547,The Arrival,The Arrival
0,0.0,245268,The Man from Down Under,The Man from Down Under
1800000,9440272.0,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
0,0.0,55613,Careful,Careful
0,0.0,215107,Vermont Is for Lovers,Vermont Is for Lovers
0,0.0,41007,A Month by the Lake,A Month by the Lake
0,0.0,35645,Gold Diggers: The Secret of Bear Mountain,Gold Diggers: The Secret of Bear Mountain
0,0.0,110465,Kim,Kim
0,0.0,255546,Carmen Miranda: Bananas Is My Business,Carmen Miranda: Bananas Is My Business
0,0.0,40751,東邪西毒,Ashes of Time
0,0.0,275096,Khomreh,The Jar
0,0.0,85778,Maya Lin: A Strong Clear Vision,Maya Lin: A Strong Clear Vision
0,0.0,11101,Stalingrad,Stalingrad
45000000,17300889.0,9826,The Phantom,The Phantom
50000000,113309743.0,9879,Striptease,Striptease
0,0.0,63564,The Last of the High Kings,The Last of the High Kings
0,0.0,22621,Heavy,Heavy
45000000,58620973.0,7095,Jack,Jack
0,1814290.0,26890,I Shot Andy Warhol,I Shot Andy Warhol
0,0.0,46732,The Grass Harp,The Grass Harp
0,0.0,124633,Tuđa Amerika,Someone Else's America
0,0.0,202425,La vie est belle,Life is Rosy
0,0.0,196940,Quartier Mozart,Quartier Mozart
0,0.0,77771,Touki-Bouki,Touki Bouki
0,0.0,181083,Wend Kuuni,God's Gift
0,0.0,41225,Histoires extraordinaires,Spirits of the Dead
0,0.0,188589,Babyfever,Babyfever
50,0.0,87190,Pharaoh's  Army,Pharaoh's  Army
4000000,16491080.0,627,Trainspotting,Trainspotting
1000000,0.0,32872,Til There Was You,Til There Was You
75000000,816969268.0,602,Independence Day,Independence Day
0,0.0,14553,Stealing Beauty,Stealing Beauty
55000000,18626419.0,9566,The Fan,The Fan
100000000,100138851.0,10545,The Hunchback of Notre Dame,The Hunchback of Notre Dame
47000000,102825796.0,9894,The Cable Guy,The Cable Guy
27000000,25023434.0,11543,Kingpin,Kingpin
100000000,242295562.0,9268,Eraser,Eraser
0,0.0,52059,The Gate of Heavenly Peace,The Gate of Heavenly Peace
54000000,128769345.0,9327,The Nutty Professor,The Nutty Professor
0,0.0,123763,"Yo, la peor de todas","I, the Worst of All"
0,65352.0,81949,Un été inoubliable,An Unforgettable Summer
0,0.0,42005,"Hol volt, hol nem volt",A Hungarian Fairy Tale
0,0.0,124306,En compagnie d'Antonin Artaud,My Life and Times With Antonin Artaud
0,0.0,183955,Sibak,Midnight Dancers
0,0.0,44535,Somebody to Love,Somebody to Love
0,0.0,44495,A Very Natural Thing,A Very Natural Thing
0,0.0,78285,La vieille qui marchait dans la mer,The Old Lady Who Walked in the Sea
80000000,159212469.0,11228,Daylight,Daylight
30000000,29359216.0,10779,The Frighteners,The Frighteners
5000000,13269963.0,26748,Lone Star,Lone Star
12000000,0.0,38223,Harriet the Spy,Harriet the Spy
32000000,152036382.0,9294,Phenomenon,Phenomenon
0,0.0,49963,Walking and Talking,Walking and Talking
3500000,9482579.0,11363,She's the One,She's the One
40000000,152266007.0,1645,A Time to Kill,A Time to Kill
0,665450.0,31546,American Buffalo,American Buffalo
0,0.0,77056,Les Rendez-vous de Paris,Rendezvous in Paris
23000000,0.0,36344,Alaska,Alaska
25000000,17193231.0,18550,Fled,Fled
20000000,0.0,11511,Kazaam,Kazaam
0,0.0,172198,Bűvös vadász,Magic Hunter
30000000,0.0,34170,Larger Than Life,Larger Than Life
0,0.0,281085,A Boy Called Hate,A Boy Called Hate
0,0.0,109478,Power 98,Power 98
0,0.0,124645,Two Deaths,Two Deaths
0,0.0,12606,A Very Brady Sequel,A Very Brady Sequel
0,0.0,69895,Stefano Quantestorie,Stefano Quantestorie
0,0.0,35206,La mort en ce jardin,Death in the Garden
0,0.0,151489,Hedd Wyn,Hedd Wyn
0,0.0,4837,La Collectionneuse,La Collectionneuse
0,0.0,12632,Kaspar Hauser,Kaspar Hauser
0,0.0,9098,Echte Kerle,Regular Guys
0,0.0,282919,Diebinnen,Diebinnen
0,0.0,124614,O Convento,The Convent
0,0.0,18975,The Adventures of Pinocchio,The Adventures of Pinocchio
13000000,4619014.0,11962,Joe's Apartment,Joe's Apartment
26000000,116400000.0,2925,The First Wives Club,The First Wives Club
0,0.0,28628,Stonewall,Stonewall
80000000,309492681.0,3595,Ransom,Ransom
0,21302121.0,9308,High School High,High School High
0,0.0,92381,Phat Beach,Phat Beach
0,258263.0,18555,Foxfire,Foxfire
50000000,60209334.0,12123,Chain Reaction,Chain Reaction
36000000,33459416.0,10830,Matilda,Matilda
6000000,22231658.0,3573,Emma,Emma
13000000,17917287.0,10546,The Crow: City of Angels,The Crow: City of Angels
0,0.0,18862,House Arrest,House Arrest
0,0.0,31417,Les Yeux sans visage,Eyes Without a Face
15000000,5600000.0,9431,Bordello of Blood,Bordello of Blood
0,0.0,124619,Lotto Land,Lotto Land
0,0.0,297645,The Story of Xinghua,The Story of Xinghua
0,0.0,48144,天國逆子,The Day the Sun Turned Cold
0,0.0,46986,Flirt,Flirt
0,0.0,144982,The Big Squeeze,The Big Squeeze
6000000,12643776.0,47907,The Spitfire Grill,The Spitfire Grill
50000000,42277365.0,10061,Escape from L.A.,Escape from L.A.
0,0.0,36266,Xích lô,Cyclo
2962051,3011195.0,549,Basquiat,Basquiat
45000000,53854588.0,10478,Tin Cup,Tin Cup
200000,300000.0,66634,Dingo,Dingo
0,0.0,116690,楢山節考,The Ballad of Narayama
0,0.0,213917,Un week-end sur deux,Every Other Weekend
0,0.0,145925,Mille bolle blu,Mille bolle blu
0,0.0,100914,Wuya yu maque,Crows and Sparrows
6000000,245066411.0,238,The Godfather,The Godfather
0,0.0,159,Der bewegte Mann,Maybe... Maybe Not
900000,20483423.0,11134,警察故事 III：超級警察,Police Story 3: Supercop
500000,431326.0,88224,Manny & Lo,Manny & Lo
0,0.0,132641,Tsuma,Wife
1850000,0.0,42758,Small Faces,Small Faces
4500000,7011317.0,9303,Bound,Bound
17000000,0.0,23945,Carpool,Carpool
0,0.0,37820,Death in Brunswick,Death in Brunswick
18000000,0.0,22479,Kansas City,Kansas City
53000000,0.0,9054,Gone Fishin',Gone Fishin'
0,0.0,241058,Lover's Knot,Lover's Knot
0,0.0,11985,愛情萬歲,Vive L'Amour
0,0.0,10232,Schatten der Engel,Shadow of Angels
0,0.0,59569,Killer: A Journal of Murder,Killer: A Journal of Murder
0,0.0,410921,Nothing to Lose,Nothing to Lose
0,0.0,38955,超级计划,Project S
0,0.0,110513,Girls Town,Girls Town
0,0.0,114089,Bye-Bye,Bye-Bye
60000000,33956608.0,11015,The Relic,The Relic
40000000,49627779.0,9306,The Island of Dr. Moreau,The Island of Dr. Moreau
0,0.0,12559,First Kid,First Kid
8000000,0.0,58770,The Trigger Effect,The Trigger Effect
0,0.0,124851,Sweet Nothing,Sweet Nothing
32000000,0.0,3587,Bogus,Bogus
25000000,22611954.0,10723,Bulletproof,Bulletproof
0,0.0,56077,Talk of Angels,Talk of Angels
0,0.0,19004,The Land Before Time III: The Time of the Great Giving,The Land Before Time III: The Time of the Great Giving
0,0.0,101230,06,1-900
0,0.0,253632,Baton Rouge,Baton Rouge
5000000,15116634.0,10987,Halloween: The Curse of Michael Myers,Halloween: The Curse of Michael Myers
0,0.0,44705,Twelfth Night,Twelfth Night
0,0.0,20318,Mother Night,Mother Night
0,0.0,43596,Liebelei,Liebelei
0,0.0,79782,Wenecja,Venice
0,0.0,26933,Les Roseaux Sauvages,Wild Reeds
3000000,0.0,27854,For Whom the Bell Tolls,For Whom the Bell Tolls
0,0.0,981,The Philadelphia Story,The Philadelphia Story
2540800,7200000.0,872,Singin' in the Rain,Singin' in the Rain
2723903,4500000.0,2769,An American in Paris,An American in Paris
0,0.0,13320,Funny Face,Funny Face
2500000,9500000.0,164,Breakfast at Tiffany's,Breakfast at Tiffany's
2479000,28000000.0,426,Vertigo,Vertigo
1000000,36764313.0,567,Rear Window,Rear Window
325000,4500000.0,3078,It Happened One Night,It Happened One Night
2068000,0.0,13528,Gaslight,Gaslight
520000,0.0,28288,The Gay Divorcee,The Gay Divorcee
4000000,13275000.0,213,North by Northwest,North by Northwest
3000000,25000000.0,284,The Apartment,The Apartment
